family,feature,prevalence_discovery,n_case_discovery,n_control_discovery,p_discovery,rank_biserial_discovery,log2_median_ratio_discovery,n_case_validation,n_control_validation,p_validation,rank_biserial_validation,log2_median_ratio_validation,n_case_all_descriptive,n_control_all_descriptive,p_all_descriptive,rank_biserial_all_descriptive,log2_median_ratio_all_descriptive,q_discovery_family,discovery_candidate,q_validation_candidates,q_all_descriptive,heldout_reproduced,rank_biserial_discovery_ci_low,rank_biserial_discovery_ci_high,rank_biserial_validation_ci_low,rank_biserial_validation_ci_high
microbial_species,Campylobacter concisus,0.13333333333333333,89,76,0.4112398391472383,-0.04405677114133644,0.0,61,51,0.274646370457005,-0.06718097074895535,0.0,150,127,0.16934193067669012,-0.05538057742782154,0.0,0.7763924549417688,False,,0.4694415546606979,False,,,,
microbial_species,Clostridiaceae bacterium JC118,0.15151515151515152,89,76,0.40915998450267965,0.046717918391484314,0.0,61,51,0.6566596716987033,0.030858244937319146,0.0,150,127,0.36185253813250606,0.03973753280839887,0.0,0.7763924549417688,False,,0.6816812591386486,False,,,,
microbial_species,Lachnospiraceae bacterium 8 1 57FAA,0.2727272727272727,89,76,0.4092759722499245,-0.05869308101714965,0.0,61,51,0.9339118954148526,-0.007071681131468943,0.0,150,127,0.47818723478472525,-0.03800524934383198,0.0,0.7763924549417688,False,,0.7386828759207238,False,,,,
microbial_species,Parabacteroides merdae,0.8303030303030303,89,76,0.41637008772443385,0.07347723240685977,0.19517858535982896,61,51,0.0391858010975732,0.22404371584699456,1.293195256325641,150,127,0.05397104799420277,0.13370078740157476,0.6490574832542011,0.7793593949713761,False,,0.25290909325031385,False,,,,
microbial_species,Bilophila unclassified,0.8181818181818182,89,76,0.4468184401702504,0.06874630396215253,0.7989180849089641,61,51,0.015171026660093645,0.26518804243008676,1.6911783343582028,150,127,0.033253685804657616,0.14782152230971124,1.000659242812113,0.7801512550173396,False,,0.21396304567926383,False,,,,
microbial_species,Alistipes finegoldii,0.43636363636363634,89,76,0.4606051984487549,0.060615020697811994,0.0,61,51,0.2725179794307009,0.10736097717775639,0.0,150,127,0.2405609706414258,0.07359580052493442,0.0,0.7801512550173396,False,,0.5682057517071086,False,,,,
microbial_species,Veillonella unclassified,0.8848484848484849,89,76,0.4507811756904867,-0.06830277942046126,-0.13819188768007157,61,51,0.29258171538941413,-0.11603985856637733,-1.0046841214038578,150,127,0.19800239237329742,-0.0897637795275591,-0.3502992477922854,0.7801512550173396,False,,0.5288112674360017,False,,,,
microbial_species,Streptococcus parasanguinis,0.9151515151515152,89,76,0.46585306733335075,-0.06608515671200477,-0.4286579928577852,61,51,0.3218521281727844,-0.10928961748633881,-1.426583615578337,150,127,0.23039001535118842,-0.08367454068241464,-0.7657249719377216,0.7801512550173396,False,,0.5669147568753962,False,,,,
microbial_species,Bacteroides fragilis,0.509090909090909,89,76,0.4530901083076696,-0.06386753400354817,-12.782588759494963,61,51,0.3283355710575221,0.10093217614914818,15.091394061973723,150,127,0.9124257150345255,0.007244094488189079,12.511999669441451,0.7801512550173396,False,,0.9912495379961556,False,,,,
microbial_species,Megasphaera elsdenii,0.10909090909090909,89,76,0.43760672521726907,-0.03814311058545239,0.0,61,51,0.34098608339918257,0.05657344905175177,0.0,150,127,0.9899810985754212,-0.0005249343832021136,0.0,0.7801512550173396,False,,0.9992462660930604,False,,,,
